opened_time,closed_time,amount_in,amount_out,executed_price,quote_price,slippage,hash,gas_used,gas_price,sqrt_price,tick,origin,is_buy,blockNumber,lp_address,lp_feeTier,lp_liquidity,lp_tvlToken0,lp_tvlToken1,lp_tvlUSD,lp_volumeUSD,lp_volumeUSDChange,lp_volumeUSDWeek
1702336457,1702336463,0.9015488510155614,2000.0,2218.404468872734,2215.485,-2.919468872733887,0xfce519ae989cf0d14f5c834088a72c65195918ad82cce3d22fd0eb12a21dec64,422203,41601531865,3.7315905275287075e+24,-199276,0x8f2d72deb54f05243b5356a5de3f623656a02eb7,False,18766167,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,100,585474597974242600,766.7120565415261,1524191.5585346047,3161634.111314574,87053272.23333597,65.88830830876573,586133161.157568
1702306987,1702306991,1.261873706654291,2802.110696,2220.5951999978392,2219.253,-1.3421999978390886,0x40bff7784d7a04acbd321b61eb9bb76133d4261020e546f6d85d08a11d0ac308,226990,71349787392,3.7335220175289576e+24,-199265,0xf544aec5fc048df2a4c1e03c186b0c1e1675a519,True,18763733,,,,,,,,,
1702319216,1702319219,2.8983233084351476,6312.750227,2178.0697165936112,2177.155,-0.9147165936110468,0x678cf3b557c899e863984cf7a3ae06151f983a404d8ff2856bb20dbb7b7af55f,287386,54145712582,3.6983963348732053e+24,-199454,0xb37a2180b214fd6cdc99a7ae8e1d99f114ec6ba1,True,18764739,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,2764310464705395000,7887.912057959955,14418481.713948544,31408672.653821703,112916856.09361267,235.66454243493195,472787616.19976807
1702313757,1702313759,1.7518755506245816,3875.633129,2212.2765099485823,2200.55,-11.726509948582134,0x1954a519c0aafc09a7ab7266d0cff23ca3b87fc2f2fcd8b37e2cbda85d96a8e9,273776,41201153791,3.7273613044836726e+24,-199298,0xcc95987624dede853cc2b186f0701484ad088362,True,18764293,,,,,,,,,
1702349842,1702349843,1.12,2506.230238,2237.705569642857,2228.934,-8.771569642856775,0xa9861d6229542f59d511915636ff12ee02c9671b38294d93db750c350d77171b,227031,28979367774,3.748759127858979e+24,-199184,0xd58f4db23576642cfd5d081631625c0450769830,True,18767273,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,5425960831037765000,6843.821452381729,16512486.52213034,30877729.56895738,99980136.19169617,47.17559629187353,494927263.4956665
1702325295,1702325303,28.367018609788367,62011.481796,2186.0415664056504,2177.408,-8.633566405650527,0xc7b7763c15ca252884b3491732a40044c38eb8da2a4e698b7ffe915c2516ee41,381660,43013164440,3.704360038829785e+24,-199422,0x52ee69fa4c9686409d69fe952e0550085ab45ebc,True,18765243,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,2763302101000889000,7750.333737430359,14657725.206336904,31521705.00098561,119990253.93084717,236.99087817076654,480945577.3119049
1702372742,1702372751,0.4482408444887527,1000.0,2230.943503465339,2226.424,-4.5195034653388575,0x025c1516beaa387ffc59df58e06dc67e813981613a03b0ca35ae2cb5e447cbc1,279964,30304304696,3.7412445734039813e+24,-199224,0x9f158387d4265cd9e515b53c241ff0c7697bea6a,False,18769168,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,5532413293654516000,7067.803105395184,16034300.821142554,31039390.428480078,87360043.32489014,-6.016241177261363,500997097.85517883
1702310061,1702310063,0.9474265538254997,2100.596403,2217.1601529619943,2209.051,-8.109152961994369,0xe9c09324b12897d1ceae731d80a55d1421d33545a7a68cdc31265633d05e3307,226837,44458795638,3.729691841505901e+24,-199286,0x7201788846913733e42b24c294da09e0f62aeb74,False,18763988,,,,,,,,,
1702348238,1702348247,0.6322619068497235,1416.384497,2240.1863557733636,2229.113,-11.0733557733638,0x75267c2cd27bab134bfd5a9c65b471e5633867931b3b378571047c0e88af0635,346161,31248026573,3.750844732568873e+24,-199173,0x57e35c2d84d14a03a8d8f0c5cc65c37f68c000a9,True,18767140,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,5544860508228213000,6779.046923643553,16657584.879808195,30878186.298459888,105117531.57435608,68.02810576467189,494543990.25730896
1702299421,1702299431,2.227976056491631,5000.0,2244.1892880453324,2239.473,-4.716288045332476,0xe825cfcab629eb2c8fb74c4531e178d51394f739511d14c9bcdf2580ebf30455,294496,24832093169,3.7523675902778706e+24,-199164,0x38383034d32e2fd81812bdddbafe9c8f0f84b426,False,18763107,,,,,,,,,
1702313819,1702313831,0.05,110.164751,2203.29502,2200.602,-2.6930200000001605,0xe58eb4cca98605523c9496c16391736dbcff5e72953bcf7ee01250671400c627,287918,41781894949,3.7245022438828707e+24,-199314,0x416fa831a632d018c8ffa4acf84832a582ca39ce,True,18764299,,,,,,,,,
1702331353,1702331363,0.15,330.447102,2202.98068,2202.964,-0.016680000000178552,0xe5fbd6e2a3bb0086df0e5367411d9790479c833b2bf5f48587c300266d6f5bb1,301819,43998823430,3.7242349622571415e+24,-199315,0x78a86d6ec233c176accbe26c68ded5742dc40588,True,18765745,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,3000,5531617220193612000,15706.827600188903,29882441.31704808,63616242.37988278,37411534.31549835,271.7818588084469,156215812.12905884
1702303592,1702303595,2.65,5897.585632,2225.5040120754716,2227.031,1.5269879245283846,0x68a886fcb695da4d96b33146ad0f4867c085d9a58e320a3c24e0334998bdc085,247436,40237753535,3.743198521134844e+24,-199213,0xe63d8c2c4099c4e99dad086e4724827396ef9b92,True,18763452,,,,,,,,,
1702349266,1702349267,0.2948933919602244,660.333203,2239.226856222898,2228.938,-10.28885622289772,0xeee7fe55334de40ef183bf92a9e11bcd9b687a7307eb90aec1aea35c2fd98cdc,283548,34226792053,3.7481812884453405e+24,-199187,0x10783fc60fcf8329f3720a46dc3f2fca299d2e3d,False,18767225,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,5425960831037765000,6861.50476349541,16472903.122281231,30877687.606018566,100980412.91194153,51.42416285785531,494791590.613266
1702320945,1702320947,0.27,590.512679,2187.0839962962964,2177.335,-9.748996296296355,0xf5718d1a5ef5432ff1eb51d12a9d2e59e9566bf9979a95e66c11643d9280ccd0,227106,47231082282,3.706123814035332e+24,-199412,0xeec2c4335c5cb8c6e3061c36cc1948857818b3d0,True,18764882,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,2763170233160083000,7722.200989009952,14719254.255082328,31400383.70565092,115366967.74372864,231.66123271903808,476544536.78733826
1702326478,1702326479,5.036621718042498,11000.0,2184.003607139111,2177.622,-6.381607139111111,0x2f267bb4faa7e362e6a8a1a251ba82656dbfcac1ffa1ae6e389573970c9fc8e7,220710,37419269439,3.701827194594336e+24,-199436,0xbfb9a561a800a9fdee5a8606515f4979fcabeddb,False,18765341,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,2764657590374392300,7790.795116324591,14569333.82571479,31522039.358106166,120743240.53956604,237.5278972208112,482024883.2494507
1702365537,1702365539,7.858584987682227,17407.660362,2215.113839105293,2217.424,2.310160894706769,0xad016c1513dc8f021ef9b479d6619fc10affac7a3fc41efcd7a1f2ed15283d4e,338949,27905106739,3.727881959519439e+24,-199295,0x0c1a3e4e1c3da4c89582dfa1afa87a1853d7f78f,True,18768571,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,100,585474597974242600,746.1273674035615,1565976.4797411675,3158865.325408681,80306071.0175643,20.480298342515344,575345502.3860142
1702338785,1702338791,0.6838977173415818,1519.848066,2222.3324153031085,2218.331,-4.001415303108388,0xff494d1a085fb1b7ca4f40e008cba18d43b796bf37902be37a59654f60182245,290331,37323898700,3.735865431910882e+24,-199253,0x5c29616af35b94212b8f3e2405c99240b641b2ea,True,18766358,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,4758674396790804000,7231.130809833713,15802718.694244813,31196950.475396805,121296463.25682068,194.30339021978614,489206122.1021271
1702317292,1702317299,0.17891557001767006,386.537733,2160.447707048776,2202.875,42.42729295122399,0xf8b77bbc05efbcd327ad7c5d8a6066bffd1ece82fc221bcda472878f301c9ce3,324663,40974941748,3.682731268074097e+24,-199539,0x5c620d330bec3cda0c5a27a6e41d0b90d0cf4dba,True,18764582,,,,,,,,,
1702313835,1702313843,0.6437007189741325,1425.755702,2214.9356991122063,2203.275,-11.660699112206203,0x3f573f74ef35b193be49f3a1de919804fb5d186f8afb2ddc59749495f5a0bdb7,326616,42690738796,3.729635700084949e+24,-199286,0x9e67f627a17eded3fb7c71417dfe4aa7bfb4cab7,True,18764300,,,,,,,,,
1702354998,1702355003,0.6,1339.187676,2231.97946,2228.057,-3.9224600000002283,0xd882e117e4460d7f6051c49e5cc539244284488c957b7fc536d9d448a6dd9ee5,457282,25530608308,3.743138386733129e+24,-199214,0xbf66222097fd1aa9423da144645e2c39ff378218,True,18767699,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,100,585474597974242600,728.3606920114169,1609531.3979441877,3153411.449876325,85178455.9922843,51.9376327920708,574984666.8915775
1702326069,1702326071,2.4108843289652055,5270.632823,2186.1823728649188,2177.352,-8.8303728649189,0x53679a836eddfb6be7ea9c74180432f790f0507b4187e5a7981398a46e8755a2,369422,40295459506,3.705292712446811e+24,-199417,0x177e858d5173291409487db73e5924474ea960b6,True,18765307,0x11b815efb8f581194ae79006d24e0d814b7697f6,500,2763170233160083000,7735.454007409738,14690261.901822973,31521690.361384757,120620098.77305603,236.81253808930092,481885160.6697998
